text,label,total_price
"電話: 2345 6789
時間: 2025-10-21 11:22
4 私家醫生診金 $183.6
香港電訊電話費 ................ $511.8
中電電費 x1
應付金額: $671.5
牙刷 ................ $388.3
******************************
環保袋收費 $0.5
差餉          $187.9
稅項
香港電燈
總額: $671.5
電話費   3 @$72.7
差餉 x4
保險費          $218.2
藥物費 x1
2 雨傘 $18.8",其他,671.5
"兒童單程票          $191.5
無塑膠袋 Thank you
2025年9月13日
總額: $353.2
Total: $353.2
實收: $353.2
九巴月票 ................ $41.0
3 長者單程票 $327.2
HKTaxi車費
稅款已包括
機場快線",交通,353.2
"  折扣 -$9.6
管理費 x4
聖德肋撒醫院
水費          $96.5
Total: $596.1
$16.4   藥費
中華煤氣費 x1
******************************
2025年11月14日
會員積分 +25
稅款已包括
貨品售出 恕不退換
------------------------------
咸檸檬 x1
電話: 2345 6789
$30.5   csl手機費
涼茶料 x3
煤氣費          $340.5
燒鵝飯   4 @$111.0
  優惠價 -$7.8",其他,596.1
"分店: 旺角
港怡醫院
分店: 銅鑼灣
八達通
No Refund No Exchange

脆皮燒春雞
應付金額: $77.7",其他,77.7
"日期: 2025-10-15
昂坪360門票   2 @$95.4
MasterCard
會員積分 +25
遊戲幣          $418.2
$312.1
No Refund No Exchange
  優惠價 -$7.3
南乳豬手麵 ................ $56.2
------------------------------
Total: $312.1
燒味飯 ................ $85.3
凍鴛鴦   2 @$8.4
單據號: A001234
火腿通粉                 $52.2
八達通
泰昌餅家
Visa",食飯,312.1
"燒鵝飯 ................ $410.2
鮮牛油菠蘿包
應付金額: $611.1
時間: 2025-06-24 11:43
八達通
柱侯牛腩飯   4 @$173.0
Total: $611.1
Shake Shack
焗豬扒飯 ................ $107.1
燒賣 x2
4 煎雙蛋 $305.9
貨品售出 恕不退換
總額: $611.1",食飯,611.1
"稅項 x3
香港電訊電話費              $267.3
$162.1   中藥材
Total: $556.3
銀行手續費
時間: 2025-08-07 12:45
診症費          $192.3
注射費          $76.6
THANK YOU
合計: HKD $556.3
  第二件半價
仁安醫院
涼茶 x3
================================
******************************",其他,556.3
"實收: $427.8
長者票
現金
長者票          $99.2
$83.4   GALA座位
2025年5月20日
--------------------------------
早場票
情侶座位   4 @$97.7
  第二件半價
合計: HKD $427.8
Premiere Elements
------------------------------
$81.8   博物館票",娛樂,427.8
"實收: $457.2
日期: 2025-09-23
the sky
--------------------------------
海洋公園門票               $70.6
情侶座位 x4
無塑膠袋 Thank you
AlipayHK
$58.4   迪士尼樂園門票
午夜場票   1 @$98.6
MOViE MOViE票          $71.1
午夜場票   4 @$156.7
2 樂園門票 $42.7
分店: 尖沙咀",娛樂,457.2
"  買一送一優惠
Total: $543.9
UnionPay
無塑膠袋 Thank you
雨傘   4 @$131.2
4 3D正價票 $339.7
午夜場票                 $269.8
THANK YOU
洗頭水                  $43.2

會員積分 +10
實收: $543.9
扭蛋   2 @$47.0
歡迎下次光臨
@cosme Store
$39.5   洗頭水
廁紙                   $396.5
口罩   4 @$67.8
$543.9",購物,543.9
"  第二件半價
  買一送一優惠
分店: 尖沙咀
朱古力   3 @$147.1
沐浴露                  $54.9
  買一送一優惠
迪士尼樂園門票   4 @$12.7
會員積分 +10
時間: 2025-01-01 11:51
即食麵 ................ $284.8
電影票
  買一送一優惠
$165.8   飯團
洗頭膏   3 @$87.8
2 汽水 $167.0
展覽票 x3
松本清
朱古力 ................ $456.8
總額: $816.2
******************************",購物,816.2
"蘭芳園
No Refund No Exchange
分店: 中環
總額: $0.0
日期: 2025-08-21
單據號: A001234",食飯,0.0
"機場快綫單程票              $102.9
分店: 尖沙咀
THANK YOU
------------------------------
可樂 x1
時間: 2025-06-26 19:11
洗衣液          $116.6
應付金額: $831.3
  折扣 -$12.2
3 口罩 $471.1
朱古力 x1
萬寧
$831.3
洗頭水 x1
電話: 2345 6789
保溫杯
分店: 中環
港鐵巴士票   3 @$43.9",購物,831.3
"  第二件半價
2025年11月21日
------------------------------
煎雙蛋 ................ $111.3
2 火腿通粉 $69.3
2 漢堡包 $315.5
信用卡
地址: 香港九龍尖沙咀XX路XX號
3 柱侯牛腩飯 $465.7
好立克   3 @$77.5
分店: 旺角
分店: 銅鑼灣
海南雞飯          $70.7
燒味雙拼飯                $450.0
歡迎下次光臨
$168.1   樽仔奶茶
一風堂
  優惠價 -$14.7
咖喱牛腩飯 x4",食飯,981.8
"$148.5   昂坪360門票
會員積分 +25
無塑膠袋 Thank you
營業時間: 07:00-23:00
合計: HKD $444.5
海洋公園門票 x2
應付金額: $444.5
遊戲幣   2 @$34.9
COME AGAIN
海洋公園門票
2025年11月18日
展覽票 x3
情侶座位                 $296.1
分店: 尖沙咀
$444.5
皇室戲院",娛樂,444.5
"No Refund No Exchange
歡迎下次光臨
時間: 2025-02-14 21:49
實收: $179.6
流水號: 123456
一蘭拉麵
分店: 銅鑼灣
蛋白燉鮮奶 x2
******************************
------------------------------",食飯,179.6
"藥費                   $146.5
貨品售出 恕不退換
1 MOViE MOViE票 $173.5
百老匯
管理費                  $42.6
  會員折扣 -$4.5
Date: 2025/03/12
2 情侶座位 $266.5
VIP座位
貨品售出 恕不退換
分店: 旺角
遊戲幣 x3
GALA座位               $351.9
4 樂園門票 $97.9
八達通
$438.5   保險費
應付金額: $833.7
------------------------------
$64.0   昂坪360門票
實收: $833.7",娛樂,833.7
"1 燒賣 $77.2
日期: 2025-12-24
合計: HKD $885.1
2 乾炒牛河 $287.9
水費   4 @$63.4
總額: $885.1
焗豬扒飯          $415.3
1 樽仔奶茶 $25.0
歡迎下次光臨
火腿奄列 ................ $42.8
  第二件半價
海南雞飯          $82.0
  優惠價 -$9.5
糖朝
4 中藥 $414.4
PAID
$885.1
  優惠價 -$9.9
叉燒飯                  $387.5
Visa
咖啡                   $678.0",食飯,885.1
"歡迎下次光臨
影藝戲院
收銀機: 01
Total: $73.6
2025年4月25日
Apple Pay
1 2D正價 $43.7
會員積分 +10
------------------------------
單據號: A001234
保溫杯",娛樂,73.6
"4 薯片 $336.1
營業時間: 07:00-23:00
稅款已包括
合計: HKD $205.6
實收: $205.6
UnionPay
LOG-ON
濕紙巾   4 @$8.9
零食                   $225.4
應付金額: $205.6
2025年9月23日",購物,205.6
"Total: $421.9
UnionPay
******************************
電話費   4 @$159.5
------------------------------
位元堂
  優惠價 -$9.1
診症費
時間: 2025-05-06 16:05
$421.9
1 中華煤氣費 $110.4",其他,421.9
"中華煤氣
養和醫院診症費
貨品售出 恕不退換
即日來回票
SmarTone數據費 ................ $258.8
單程票 x1
$332.3   涼茶料
中華煤氣費          $110.8
實收: $477.2
環保袋收費 $0.5
Apple Pay
------------------------------
2 中電電費 $263.8
電話: 2345 6789
Date: 2025/06/27
八達通
Apple Pay",其他,477.2
"總額: $225.6
柱侯牛腩飯
濕紙巾
******************************
優品360
應付金額: $225.6
分店: 尖沙咀
4 燒鵝飯 $431.6
2 樽仔奶茶 $152.0
",購物,225.6
"午餐肉 ................ $33.5
鴛鴦奶茶                 $43.2
合計: HKD $102.3
分店: 銅鑼灣
元朗榮華
火腿通粉          $61.4
No Refund No Exchange
  優惠價 -$6.3
$65.2   北海道3.6牛乳
------------------------------
2025年3月16日",食飯,102.3
"實收: $140.2
貨品售出 恕不退換
------------------------------
東華醫院
稅款已包括
遊戲機代幣                $56.7
日期: 2025-06-11
現金
中電電費",其他,140.2
"  優惠價 -$7.5
演唱會門票          $43.3
GALA座位 ................ $469.4
B+ cinema
電影票   3 @$9.7
昂坪360門票          $233.7
IMAX ................ $169.5
K11 Art House票       $174.7
實收: $706.9
2D正價   4 @$159.9
日期: 2025-02-03
2D正價
單據號: A001234
  折扣 -$14.0",娛樂,706.9
"總額: $464.1
貨品售出 恕不退換
分店: 尖沙咀
護膚品 ................ $448.0
應付金額: $464.1
化驗費
診症費
私家醫生診金 x1
  優惠價 -$8.9
零食 x3
筆記本 x3
單據號: A001234
Total: $464.1
日期: 2025-11-13
大生生活超市
3 雞翼 $130.3
  會員折扣 -$12.1",購物,464.1
