text,label,total_price
"收銀機: 01

營業時間: 07:00-23:00
MOViE MOViE票
會員積分 +25
Festival Grand Cinema
謝謝光臨
合計: HKD $108.9
收銀機: 01",娛樂,108.9
"應付金額: $456.8
2025年5月23日
午餐肉
$456.8
檸檬可樂                 $387.2
蛋牛治   1 @$98.6
西多士
1 蛋牛治 $60.8
地址: 香港九龍尖沙咀XX路XX號
環保袋收費 $0.5
分店: 銅鑼灣
美心MX
地址: 香港九龍尖沙咀XX路XX號
AlipayHK
MasterCard",食飯,456.8
"$658.0
Date: 2025/12/18
APITA
維他奶   4 @$105.1
稅款已包括
拖鞋 ................ $694.9
即食麵
關東煮 ................ $42.8
$242.4   電影票
內衣褲                  $121.7",購物,658.0
"分店: 尖沙咀
$87.1   情侶座位
------------------------------
單據號: A001234
現金
MOViE MOViE票   3 @$91.3
總額: $368.3
分店: 旺角
IMAX
海洋公園門票
時間: 2025-05-10 11:53
Premier座位   3 @$22.8
$104.9   樂園門票
THANK YOU
電話: 2345 6789
情侶座位 ................ $98.2
Festival Grand Cinema
UnionPay
THANK YOU
  折扣 -$7.8",娛樂,368.3
"Total: $543.4
分店: 旺角
MasterCard
實收: $543.4
合計: HKD $543.4
香港電訊電話費
MasterCard
中電電費 ................ $144.8
2025年5月13日
中華煤氣費 x4
差餉          $590.8
電話: 2345 6789
PAID
$170.4   中藥
中華煤氣
  優惠價 -$7.7",其他,543.4
"  折扣 -$9.2
咸檸七 ................ $108.8
分店: 銅鑼灣
杏汁燉雞蛋 ................ $216.4
總額: $583.0
------------------------------
日本北海道3.6朱古力 ................ $512.0
沙嗲牛肉麵   3 @$40.6
許留山
撈丁   4 @$96.9
UnionPay
時間: 2025-02-18 18:34
T恤 ................ $69.0
2 薯片 $40.3
3 檸檬牛油蛋糕 $232.5
  優惠價 -$11.3
  優惠價 -$11.3
火腿通粉          $26.9
雪糕",食飯,583.0
"------------------------------
Date: 2025/01/25
分店: 中環
******************************
收銀機: 01
入場券 ................ $18.9
合計: HKD $9.4
實收: $9.4
THANK YOU
分店: 銅鑼灣
K11 Art House
會員積分 +25",娛樂,9.4
"COME AGAIN
無塑膠袋 Thank you
火腿奄列   3 @$84.1
一蘭拉麵
凍檸茶   1 @$61.9
合計: HKD $310.0
葡撻 ................ $491.9
--------------------------------
$310.0
COME AGAIN
日期: 2025-02-19",食飯,310.0
"環保袋
電話: 2345 6789
營業時間: 07:00-23:00
中藥
稅款已包括
營業時間: 07:00-23:00
------------------------------
Market Place
應付金額: $374.4
會員積分 +10
電費                   $73.2
貨品售出 恕不退換
日期: 2025-04-06
涼茶料 x3
  折扣 -$14.8",購物,374.4
"撈丁   3 @$31.1
番茄牛肉通粉 ................ $521.9
Total: $925.8
無塑膠袋 Thank you
合計: HKD $925.8
無塑膠袋 Thank you
咸檸七 x3
總額: $925.8
日本北海道3.6朱古力   1 @$81.0
2 燒賣 $330.7
美都餐室
營業時間: 07:00-23:00
無塑膠袋 Thank you
稅款已包括
好立克   4 @$45.8
樽仔奶茶                 $323.3
  折扣 -$10.2
午餐肉          $534.1
葡撻   1 @$124.0
",食飯,925.8
"勝香園
  會員折扣 -$12.3
日期: 2025-10-01
蛋牛治                  $81.4
------------------------------
單據號: A001234
焗豬扒飯 ................ $215.0
總額: $442.0
凍鴛鴦
蛋白燉鮮奶   4 @$89.4
1 咖喱牛腩飯 $100.5",食飯,442.0
"APITA
PAID
營業時間: 07:00-23:00
合計: HKD $0.0
流水號: 123456
2025年5月26日",購物,0.0
"診症費                  $181.9
藥費   1 @$15.7
THANK YOU
$323.3   電話費
$162.8   中電電費
Date: 2025/09/15
信用卡
八達通
應付金額: $350.2
  第二件半價
養和醫院
$350.2
2 中藥 $108.9",其他,350.2
"Visa
  買一送一優惠
Total: $671.9
檸檬可樂                 $70.3
迷你朱古力杯子蛋糕 x4
日期: 2025-04-04
總額: $671.9
番茄牛肉通粉 x2
凍鴛鴦
$122.5   燒賣
分店: 銅鑼灣
星巴克
會員積分 +25
PAID
  會員折扣 -$12.0
西多士          $71.1
分店: 銅鑼灣
PAID
南乳豬手麵 x2
檸檬牛油蛋糕",食飯,671.9
"香港電訊
$512.0   養和醫院診症費
會員積分 +25
中藥                   $469.4
SmarTone數據費
Apple Pay
時間: 2025-04-22 12:14
水費   3 @$158.6
會員積分 +10
收銀機: 01
******************************
PAID
3 涼茶 $183.6
X光費   4 @$55.0
實收: $747.2
煤氣費 x4
  第二件半價",其他,747.2
"時間: 2025-03-14 18:40
COME AGAIN
中電電費                 $165.5
診症費                  $112.2
實收: $534.9
水務署水費   3 @$130.0
會員積分 +10
$534.9
中華煤氣費 x2
  折扣 -$9.5
化驗費 x3
合計: HKD $534.9
養生堂",其他,534.9
"兒童單程票                $112.4
分店: 中環
停車費
九巴
應付金額: $100.4
3 HKTaxi車費 $86.4
環保袋收費 $0.5
$100.4
  會員折扣 -$15.0
信用卡
分店: 尖沙咀
------------------------------
時間: 2025-03-22 18:04",交通,100.4
"龍運巴士
  第二件半價
HKTaxi車費             $62.1
貨品售出 恕不退換
總額: $724.5
電車票                  $120.6
3D正價票          $146.3
  折扣 -$10.2
3 長者單程票 $307.6
即日來回票                $31.9
4DX
時間: 2025-07-24 16:48
1 綠色小巴車費 $161.6
實收: $724.5
  第二件半價
$88.7   K11 Art House票",交通,724.5
"天星小輪票          $80.2
稅款已包括
停車費          $78.5
日期: 2025-03-01
機場快綫單程票   1 @$85.0
2 關東煮 $28.2
新巴
汽水   3 @$71.8
$290.4
收銀機: 01
電話: 2345 6789",交通,290.4
"會員積分 +10
護膚品
PAID
合計: HKD $348.2
雨衣 ................ $184.7
沐浴露   2 @$45.6
信用卡
  買一送一優惠
紙巾 ................ $21.3
$193.8   襪子
單據號: A001234
佳寶食品超市
總額: $348.2
$348.2
口罩                   $164.8
現金
無塑膠袋 Thank you
日期: 2025-08-12",購物,348.2
"UA
------------------------------
THANK YOU
1 樂園門票 $120.5
單據號: A001234
IMAX   2 @$133.6
",娛樂,254.2
"應付金額: $746.2
$196.6   燒味雙拼飯
總額: $746.2
營業時間: 07:00-23:00
2 診症費 $306.1
燒鵝飯          $153.5
$35.5   養和醫院診症費
AlipayHK
  優惠價 -$3.2
養和醫院診症費 ................ $111.0
藥費                   $156.0
$200.8   中華煤氣費
MasterCard
地租 ................ $77.3

csl
藥費 ................ $148.5",其他,746.2
"$264.5   X光費
  優惠價 -$3.2
流水號: 123456
香港大學中醫診所
謝謝光臨
電費                   $147.9
中藥
2 鴛鴦奶茶 $44.5
2025年6月14日
煤氣費
實收: $788.4
沙嗲牛肉麵
咖喱牛腩飯
涼茶料   3 @$92.8
藥費 ................ $272.4
中電電費 x1",其他,788.4
"雞翼 x1
電池                   $495.4
總額: $395.6
Date: 2025/07/18
Apple Pay
手機殼                  $361.0
合計: HKD $395.6
電池 x1
759阿信屋
PAID",購物,395.6
"時間: 2025-01-16 20:47
合計: HKD $207.5
啤酒
謝謝光臨
洗頭膏          $92.1
  買一送一優惠
萬寧
地址: 香港九龍尖沙咀XX路XX號
關東煮
總額: $207.5",購物,207.5
"2025年11月17日
高先電影院
總額: $470.3
學生票 x4
  買一送一優惠
博物館票                 $60.1
收銀員: 001
$27.2   學生票
================================
會員積分 +10
VIP座位                $113.3
樂園門票 x4
$149.2   2D正價",娛樂,470.3
"應付金額: $278.1
美利茶餐廳
THANK YOU
$31.4   csl手機費
$278.1
MasterCard
貨品售出 恕不退換
4 鮮牛油菠蘿包 $425.3
Apple Pay

收銀員: 001
漢堡包   2 @$10.6
奶油豬扒包",食飯,278.1
"稅款已包括
================================
$244.7   鮮牛油菠蘿包
2 鴛鴦奶茶 $223.3
1 單程票 $102.1
Total: $651.8
一日三餐
油費                   $69.4
會員積分 +25
的士起步費 x3
Date: 2025/03/08
焗豬扒飯   1 @$26.8
$60.0   南乳豬手麵
鮮牛油菠蘿包          $322.7
  第二件半價
乾炒牛河                 $49.2",食飯,651.8
"謝謝光臨
歡迎下次光臨
$87.2   乾炒牛河
充電線          $53.8
分店: 中環
牛油多士          $86.6
護膚品   4 @$70.2
Total: $297.4
三文治   2 @$61.6
UNY
$72.1   充電器
貨品售出 恕不退換
Date: 2025/07/27
零食",購物,297.4
"  買一送一優惠
油費          $75.5
--------------------------------
1 輕鐵單程票 $50.1
4 車票 $354.7
$135.9   即日來回票
無塑膠袋 Thank you
2 Uber起步費 $125.8
------------------------------
================================
2025年6月28日
學生單程票          $109.7
貨品售出 恕不退換
THANK YOU
綠色小巴
謝謝光臨",交通,466.2
"  會員折扣 -$3.9
PAID
昂坪360纜車票 x1
兒童單程票          $396.5
  買一送一優惠
時間: 2025-07-09 17:33
全月通
Uber費 ................ $48.9
$367.3
的士
謝謝光臨
Uber費 ................ $9.0
現金
港鐵巴士票
Total: $367.3
應付金額: $367.3",交通,367.3
"都會票
合計: HKD $882.4
城巴月票
Date: 2025/04/10
$225.5   停車費
  優惠價 -$8.8
2 的士費 $279.8
環保袋收費 $0.5
港鐵巴士票 ................ $337.2
現金
的士起步費 ................ $61.1
稅款已包括
Uber
  優惠價 -$7.9
長者單程票   2 @$118.9
$151.7   HKTaxi車費",交通,882.4
"
  買一送一優惠
X光費                  $313.2
貨品售出 恕不退換
總額: $386.4
******************************
流水號: 123456
藥費                   $47.4
藥費 ................ $22.3
2 護膚品 $16.8
診症費   4 @$13.8
Visa
實收: $386.4
$152.4   化驗費
  會員折扣 -$8.2
------------------------------
香港浸會大學中醫診所
$113.9   藥費",其他,386.4
"地址: 香港九龍尖沙咀XX路XX號
  會員折扣 -$4.4
鮮牛油菠蘿包   1 @$30.8
聖德肋撒醫院
  買一送一優惠
水費                   $169.5
X光費   2 @$82.5
$499.3   香港電訊電話費
涼茶 x2
分店: 銅鑼灣
Total: $563.3
$103.8   仁安醫院手術費
現金
2 關東煮 $38.7
檸檬牛油蛋糕               $264.8
Date: 2025/09/20
實收: $563.3",其他,563.3
"八達通
csl手機費 x4
應付金額: $297.6
學生票          $712.3
合計: HKD $297.6
分店: 尖沙咀
時間: 2025-01-10 14:58
MCL
VIP座位   2 @$94.5",娛樂,297.6
"營業時間: 07:00-23:00
4 樽仔奶茶 $112.6
八達通
實收: $159.1
一蘭拉麵
------------------------------
茄汁蝦仁飯
信用卡
日期: 2025-05-24",食飯,159.1
"時間: 2025-11-03 09:26
MasterCard
COME AGAIN
  優惠價 -$11.9
家興超級市場
會員積分 +10
實收: $114.5
無塑膠袋 Thank you
牙刷 x2
--------------------------------",購物,114.5
"  會員折扣 -$13.9
合計: HKD $548.5

------------------------------
Glam Beautique
SmarTone數據費   3 @$106.2
SmarTone數據費          $114.4
廁紙 x2
保溫杯                  $50.8
雞翼 ................ $663.2
八達通
貨品售出 恕不退換",購物,548.5
"收銀機: 01
成人單程票 ................ $211.9
應付金額: $341.4
Uber費          $63.3
收銀員: 001
--------------------------------

譚仔三哥米線
------------------------------
--------------------------------
$446.9   咸檸檬
營業時間: 07:00-23:00
無塑膠袋 Thank you
黑椒豬扒飯
午餐肉 ................ $163.3
THANK YOU
合計: HKD $341.4",食飯,341.4
"八達通
  買一送一優惠
雲吞麵   4 @$118.5
南乳豬手麵                $585.1
咸檸檬 ................ $214.7
燒賣 ................ $176.2
燒味雙拼飯 x2
南乳豬手麵                $298.5
元朗榮華
1 葡撻 $109.5
合計: HKD $1068.4
$634.0   咖啡
時間: 2025-02-12 10:30",食飯,1068.4
"時間: 2025-06-27 21:23
1 煤氣費 $114.6
地址: 香港九龍尖沙咀XX路XX號
3 中華煤氣費 $283.4
水務署
Total: $948.5
$223.8   水務署水費
保險費 x1
1 關東煮 $84.9
No Refund No Exchange
南乳豬手麵 x3
信用卡
應付金額: $948.5
1 管理費 $109.9
2 涼茶料 $225.6
藥物費 ................ $304.8
仁安醫院手術費              $19.9",其他,948.5
"藥物費 ................ $92.6
無塑膠袋 Thank you
Apple Pay
Visa
1 仁安醫院手術費 $93.6
無塑膠袋 Thank you
日期: 2025-05-08
謝謝光臨
X光費 ................ $110.0
$60.5   中電電費
八達通
播道醫院
電話: 2345 6789
電話費 x3
合計: HKD $316.4",其他,316.4
"情侶座位 x4
$292.3   麵包
Date: 2025/02/06
地址: 香港九龍尖沙咀XX路XX號
4DX                  $532.8
零食 x4
------------------------------
  優惠價 -$9.9
分店: 尖沙咀
VIP座位 ................ $593.1
3 IMAX $43.5
B+ cinema
棉花棒                  $56.8",娛樂,544.5
"聖德肋撒醫院
Apple Pay
csl手機費   4 @$167.8
總額: $393.7
單據號: A001234
電話: 2345 6789
$220.0   煤氣費
時間: 2025-02-17 15:37
  會員折扣 -$6.8
電費 x1",其他,393.7
"******************************
汽水 x3
應付金額: $812.2
棉花棒 x4
咖啡          $221.9
  買一送一優惠
APITA
$812.2
THANK YOU
朱古力 x1
收銀員: 001

2 牙刷 $358.5
分店: 尖沙咀
總額: $812.2
垃圾袋          $292.5
電池   1 @$171.4",購物,812.2
"的士費
Uber費 x2
No Refund No Exchange
--------------------------------
的士
日期: 2025-04-08
******************************
Uber起步費 x1
八達通增值   2 @$145.5
電話: 2345 6789
會員積分 +10
實收: $521.4",交通,521.4
"$596.2
中電電費 ................ $686.1
$219.2   私家醫生診金
養和醫院
蛋牛治          $107.3
日期: 2025-11-23
水費
  優惠價 -$5.1
分店: 尖沙咀
藥物費                  $383.7
中藥材 x3
4 三文治 $72.4
差餉 ................ $214.4",其他,596.2
"牙膏 ................ $52.0
應付金額: $226.0
電話: 2345 6789
地址: 香港九龍尖沙咀XX路XX號
化妝棉   2 @$73.0
Total: $226.0
$9.6   雪糕

Apple Pay
松本清
會員積分 +25
合計: HKD $226.0
1 護膚品 $126.1",購物,226.0
"十字冰室
Total: $215.2
$704.6   阿華田

流水號: 123456
COME AGAIN
------------------------------
牛油多士 x2",食飯,215.2
"2025年7月28日
現金
  折扣 -$3.8
$386.7   內衣褲
歡迎下次光臨
Market Place
1 化妝棉 $130.4
信用卡
總額: $420.2
$168.7   充電器
維他奶                  $281.8
$29.7   化妝棉",購物,420.2
"$136.0   洗衣液
--------------------------------
牙刷                   $48.8
維他奶 x2
  優惠價 -$10.6

Don Don Donki
朱古力   2 @$84.6
面膜 ................ $52.9
  優惠價 -$9.6
單據號: A001234
分店: 旺角
筆   3 @$115.7
1 飯團 $178.3
Total: $1040.4
拖鞋   3 @$120.6
4 雨傘 $527.3
實收: $1040.4",購物,1040.4
"------------------------------
會員積分 +10
營業時間: 07:00-23:00
COME AGAIN
1 護膚品 $140.2
保溫杯                  $27.7
現金
@cosme Store
應付金額: $464.2
總額: $464.2
汽水 x3
會員積分 +10
紙巾 x2
2025年5月22日
分店: 尖沙咀
面膜   2 @$154.6
流水號: 123456",購物,464.2
"分店: 旺角
日期: 2025-12-18
長者單程票                $582.8
流水號: 123456
THANK YOU
兒童單程票   1 @$179.6
實收: $378.8
油費 ................ $213.9
龍運巴士
合計: HKD $378.8
------------------------------",交通,378.8
"沙爹牛肉通粉   4 @$34.6
貨品售出 恕不退換
咸檸七          $615.6
聖安娜

鴛鴦奶茶 ................ $511.7
水費
脆皮燒春雞 ................ $11.0
咸檸檬 x2
關東煮 x3
中藥材          $267.7
營業時間: 07:00-23:00
MasterCard
應付金額: $643.2
Total: $643.2",食飯,643.2
"  優惠價 -$13.7
Date: 2025/11/16
輕鐵
即日來回票   4 @$57.0
HKTaxi車費             $89.8
停車費 x4
實收: $217.3
合計: HKD $217.3
  優惠價 -$9.4
分店: 中環
  第二件半價",交通,217.3
"牙膏                   $165.7
收銀機: 01
  會員折扣 -$10.7
龍城大藥房
耳機                   $172.9
薯條 x4
AlipayHK
$77.1   展覽票
棉花棒 x2
  折扣 -$10.0
------------------------------
2025年12月1日
內衣褲   4 @$115.0
合計: HKD $697.4
牙膏          $123.3
現金",購物,697.4
"2 雨衣 $310.4
零食                   $311.5
Date: 2025/10/11
耳機
PAID
SASA
三文治          $179.3
Total: $696.9
護膚品          $648.6
零食
  折扣 -$14.1
3 洗衣液 $147.4",購物,696.9
"惠康
$179.3
充電線   2 @$68.3
環保袋收費 $0.5
拖鞋          $280.3
UnionPay
洗衣液 x2
------------------------------
單據號: A001234
日期: 2025-08-02
歡迎下次光臨",購物,179.3
"信用卡
The Grand
入場券                  $110.7
  第二件半價
時間: 2025-01-01 14:51
PAID
電影票
實收: $167.7
Total: $167.7
情侶座位                 $38.6
總額: $167.7
環保袋收費 $0.5",娛樂,167.7
"貨品售出 恕不退換
午餐肉
分店: 中環
燒鵝飯
------------------------------
蛋白燉鮮奶 x2
雲吞麵                  $305.9
******************************
$242.6   餐蛋公仔炒麵
點都德
無塑膠袋 Thank you

乾炒牛河   4 @$164.4",食飯,587.7
"咸檸檬
檸檬牛油蛋糕               $218.4
  第二件半價
地址: 香港九龍尖沙咀XX路XX號
總額: $870.6
$187.0   火腿奄列
美心MX
4 火腿通粉 $628.7
2 火腿奄列 $202.5
時間: 2025-02-28 13:09
三文治   4 @$86.9
黑椒豬扒飯   3 @$178.7",食飯,870.6
"華潤堂
收銀機: 01
UnionPay
蛋牛治
電話: 2345 6789
總額: $800.2
$300.5   X光費
$14.6   咸檸七
電費 x1
3 電話費 $290.6
--------------------------------
合計: HKD $800.2
應付金額: $800.2
SmarTone數據費
三文治                  $240.0

銀行手續費 x1
保險費   3 @$157.9",其他,800.2
"PAID
$124.3   火腿奄列
北海道3.6牛乳          $458.9

Total: $542.8
總額: $542.8
凍鴛鴦
收銀員: 001
西多士   3 @$172.7
3 咸檸檬 $24.2
分店: 中環
Apple Pay
餐蛋公仔炒麵
Shake Shack",食飯,542.8
"信用卡
實收: $58.9

流水號: 123456
昂坪360
流水號: 123456
UnionPay
Total: $58.9
紅色小巴車費          $235.8
謝謝光臨",交通,58.9
"$108.1   茄汁蝦仁飯
海南雞飯   4 @$55.6
  買一送一優惠
$366.2   腸粉
2 咖喱牛腩飯 $125.4
  買一送一優惠
Date: 2025/07/18
焗豬扒飯                 $638.8
  優惠價 -$14.5
總額: $738.9
黑椒豬扒飯   2 @$102.8
柱侯牛腩飯 x1
公仔麵 x4
無塑膠袋 Thank you
元朗榮華",食飯,738.9
"現金
VIP座位          $120.9
Date: 2025/04/19
2D正價 ................ $471.5
Premier座位
實收: $596.6
4 Premier座位 $240.4
寶石戲院
洗衣液   4 @$100.7
  折扣 -$5.5
3 早場票 $339.3",娛樂,596.6
"總額: $482.5
Total: $482.5
$127.8   杏汁燉雞蛋
Date: 2025/10/16
$38.0   電車票
稅款已包括
凍檸茶          $211.1
蛋白燉鮮奶
的士起步費          $93.6
應付金額: $482.5
  第二件半價
會員積分 +25
美利茶餐廳
================================
4 牛油多士 $64.9",食飯,482.5
"流水號: 123456
長者票 ................ $76.2
分店: 中環
收銀員: 001
合計: HKD $850.7
  買一送一優惠
$850.7
日期: 2025-11-18
博物館票          $375.2
GALA座位 ................ $201.8
No Refund No Exchange
腸粉   3 @$86.8
煎雙蛋 ................ $157.0
3 演唱會門票 $131.1
迪士尼樂園門票          $340.3
展覽票 x3
柱侯牛腩飯 ................ $19.6
高先電影院
應付金額: $850.7
遊戲幣 x3",娛樂,850.7
"海洋公園門票               $27.6

Cinema City
長者票                  $105.6
午夜場票
應付金額: $782.4
PAID
貨品售出 恕不退換
收銀員: 001
總額: $782.4
K11 Art House票          $278.9
1 昂坪360門票 $140.2
$242.2   長者票
情侶座位 x3
Total: $782.4",娛樂,782.4
"千色店
時間: 2025-12-23 20:51
------------------------------
地址: 香港九龍尖沙咀XX路XX號
總額: $0.0
分店: 中環
合計: HKD $0.0
收銀員: 001",購物,0.0
"天星小輪票   4 @$164.1
漢堡包   2 @$67.9
杏汁燉雞蛋 x1
都會票
分店: 銅鑼灣
應付金額: $513.3
2025年9月13日
  第二件半價
------------------------------
1 檸檬可樂 $81.7
綠色小巴
================================
貨品售出 恕不退換
分店: 旺角
的士隧道費                $109.1",交通,513.3
"地址: 香港九龍尖沙咀XX路XX號
  第二件半價
千色店
Date: 2025/11/23
電池                   $128.5
地址: 香港九龍尖沙咀XX路XX號
礦泉水                  $65.1
地址: 香港九龍尖沙咀XX路XX號
環保袋收費 $0.5
即食麵 x4
口罩 x4
Apple Pay
應付金額: $659.3
$39.0   洗頭水
筆記本          $226.5
可樂   3 @$82.3",購物,659.3
"長者單程票          $60.1
$307.1
合計: HKD $307.1
COME AGAIN
小巴費   2 @$15.6
******************************
日期: 2025-04-01
分店: 銅鑼灣
總額: $307.1
的士起步費                $229.0
MasterCard
都會票 x1
的士隧道費
進智公交
  優惠價 -$13.3
Uber費          $83.3",交通,307.1
"------------------------------
謝謝光臨
金二少
蛋白燉鮮奶 ................ $23.8
================================
$85.5
火腿奄列                 $147.3
",食飯,85.5
"現金
UnionPay
車仔麵                  $343.8
實收: $432.9
凍檸茶
$323.9   黑椒豬扒飯

祥興咖啡室
海南雞飯 x4",食飯,432.9
"歡迎下次光臨
Total: $569.7
No Refund No Exchange
腸粉          $290.6
$321.0   三文治
一蘭拉麵
$282.3   燒味雙拼飯
2 燒賣 $213.2

$475.8   午餐肉
  第二件半價
總額: $569.7
葡撻
實收: $569.7",食飯,569.7
"濕紙巾
牛奶          $230.8
家興超級市場
$174.6   礦泉水
電話: 2345 6789
  優惠價 -$12.7
================================
手機殼 x4
THANK YOU
2025年9月24日
合計: HKD $538.8
Total: $538.8",購物,538.8
"  會員折扣 -$9.1

------------------------------
現金
兒童單程票                $72.4
$608.2   的士費
紅色小巴車費 x3
流水號: 123456
THANK YOU
機場快線
八達通增值 ................ $635.4
兒童單程票
九巴月票 ................ $78.8
  折扣 -$3.1
$95.3   城巴月票
  會員折扣 -$13.2
  折扣 -$4.3",交通,669.9
"3 銀行手續費 $150.1
歡迎下次光臨
私家醫生診金
$534.7   藥物費
日期: 2025-06-09
港怡醫院
實收: $538.6
營業時間: 07:00-23:00
Total: $538.6
csl手機費 ................ $388.0
Visa
2 SmarTone數據費 $219.2
------------------------------
$137.1   中藥",其他,538.6
"應付金額: $453.6
時間: 2025-02-19 16:17
MasterCard
洗潔精          $85.9
牙膏 x3
2 魚蛋 $94.0
信用卡
COME AGAIN
地址: 香港九龍尖沙咀XX路XX號
汽水 x1
千色店
================================
洗頭膏          $238.5
  優惠價 -$11.0
謝謝光臨",購物,453.6
"  折扣 -$13.7
4 展覽票 $227.3
鮮牛油菠蘿包 ................ $222.1
$261.2   豬扒包
IMAX                 $298.0
樂園門票 ................ $76.2
3D正價票                $12.7
IMAX                 $155.7
海洋公園門票          $86.5
2D正價          $152.9
咖啡
Total: $881.9
No Refund No Exchange
應付金額: $881.9
地址: 香港九龍尖沙咀XX路XX號
$53.4   IMAX
時間: 2025-10-26 11:15
營業時間: 07:00-23:00
皇室戲院
合計: HKD $881.9
2D正價   3 @$15.8",娛樂,881.9
"COME AGAIN
Marks & Spencer
合計: HKD $174.5
歡迎下次光臨
會員積分 +25
Total: $174.5
2025年9月4日
充電線 ................ $348.9
分店: 銅鑼灣
------------------------------
營業時間: 07:00-23:00",購物,174.5
"現金
八達通
  買一送一優惠

全月通          $357.9
會員積分 +10
$324.5   油費
停車費 x4
應付金額: $829.1
Uber起步費   4 @$35.1
成人單程票
合計: HKD $829.1
無塑膠袋 Thank you
2 HKTaxi車費 $211.8
  買一送一優惠
信用卡
1 停車費 $65.4
紅色小巴車費 ................ $548.3
天星小輪票 ................ $223.3
分店: 尖沙咀
城巴",交通,829.1
"
No Refund No Exchange
八達通
Market Place
  折扣 -$12.8
1 垃圾袋 $111.8
魚蛋 ................ $686.7
Uber起步費 ................ $50.3
總額: $308.7",購物,308.7
"乾炒牛河          $137.9
十字冰室
葡撻          $196.0
1 雲吞麵 $10.4
日期: 2025-07-15
  會員折扣 -$5.6
貨品售出 恕不退換
燒味飯   4 @$64.5
漢堡包          $520.5
貨品售出 恕不退換
茄汁蝦仁飯 x2
咖啡 ................ $498.8
總額: $891.4
$154.5   MOViE MOViE票
分店: 尖沙咀
  優惠價 -$4.2
煎雙蛋          $49.2
$891.4
$161.2   燒賣",食飯,891.4
"總額: $735.1
------------------------------
U購Select
口罩 ................ $335.4
MasterCard
$142.4   午夜場票
無塑膠袋 Thank you

3 4DX $343.0
稅款已包括
應付金額: $735.1
博物館票                 $267.1
手機殼                  $456.6
地址: 香港九龍尖沙咀XX路XX號
關東煮          $166.2
可樂                   $57.5",購物,735.1
"應付金額: $310.2
HKTaxi
================================
SmarTone數據費   4 @$54.0
油費          $178.5
港鐵巴士票   4 @$13.0
油費 x3
環保袋收費 $0.5
  優惠價 -$7.2
管理費 x3
地租   1 @$12.9
日期: 2025-11-28",交通,310.2
